timestamp,src_ip,dst_ip,domain,proto,dur,spkts,dpkts,sbytes,dbytes,rate
2026-09-19T08:03:37,10.0.4.143,203.0.4.112,mail.google.com,udp,0.904,57,45,2482,8978,6.37
2026-09-19T08:03:44,10.0.2.201,203.0.17.228,login-secure-paypa1.com,tcp,45.526,3760,663,575190,420281,2300.55
2026-09-19T08:03:51,10.0.3.8,203.0.5.190,api.github.com,tcp,5.998,60,60,3918,2702,146.45
2026-09-19T08:03:58,10.0.0.99,203.0.1.221,cdn.jsdelivr.net,tcp,3.3,43,56,4105,4411,24.72
2026-09-19T08:04:05,10.0.1.104,203.0.10.73,cdn.jsdelivr.net,tcp,6.535,30,23,5040,3768,34.22
2026-09-19T08:04:12,10.0.0.226,203.0.8.47,normal-cdn.example.com,udp,2.24,42,33,6588,8825,50.34
2026-09-19T08:04:19,10.0.3.157,203.0.16.31,mail.google.com,tcp,2.131,7,39,7159,5703,109.55
2026-09-19T08:04:26,10.0.5.186,203.0.6.95,verify-account-now.xyz,tcp,1.529,3,46,7184,67,78.47
2026-09-19T08:04:33,10.0.4.81,203.0.13.85,microsoft-support.info,tcp,66.497,1852,3052,529164,895612,2665.63
2026-09-19T08:04:40,10.0.3.142,203.0.0.79,mail.google.com,tcp,4.44,13,27,6251,2891,92.71
2026-09-19T08:04:47,10.0.1.132,203.0.15.205,cdn.jsdelivr.net,udp,6.288,39,42,5319,7658,66.83
2026-09-19T08:04:54,10.0.5.81,203.0.7.208,api.github.com,udp,2.277,43,41,5531,1570,122.95
2026-09-19T08:05:01,10.0.4.51,203.0.12.128,cdn.jsdelivr.net,tcp,0.379,31,40,1233,7501,62.75
2026-09-19T08:05:08,10.0.4.120,203.0.1.144,cdn.jsdelivr.net,udp,5.252,1,58,1786,7005,33.61
2026-09-19T08:05:15,10.0.2.245,203.0.14.158,verify-account-now.xyz,udp,0.98,9,52,7652,8742,148.2
2026-09-19T08:05:22,10.0.5.72,203.0.16.126,api.github.com,udp,7.256,29,58,2647,7817,68.06
2026-09-19T08:05:29,10.0.0.37,203.0.4.61,verify-account-now.xyz,tcp,0.629,19,16,4491,5542,48.64
2026-09-19T08:05:36,10.0.0.54,203.0.13.101,free-gift-cards.biz,udp,5.654,5,27,6718,5461,81.85
2026-09-19T08:05:43,10.0.2.194,203.0.12.220,mail.google.com,tcp,0.166,57,49,6272,7854,1.88
2026-09-19T08:05:50,10.0.3.9,203.0.12.88,free-gift-cards.biz,tcp,5.88,52,39,3653,8039,33.69
2026-09-19T08:05:57,10.0.4.171,203.0.0.23,verify-account-now.xyz,tcp,6.726,59,9,8791,481,136.13
2026-09-19T08:06:04,10.0.2.196,203.0.12.73,mail.google.com,tcp,3.699,4,17,6251,5403,32.54
2026-09-19T08:06:11,10.0.1.168,203.0.2.201,mail.google.com,tcp,0.664,2,48,8877,893,149.99
2026-09-19T08:06:18,10.0.5.31,203.0.18.244,free-gift-cards.biz,udp,7.597,13,54,373,2536,36.54
2026-09-19T08:06:25,10.0.4.8,203.0.9.149,normal-cdn.example.com,tcp,2.057,24,11,1916,2723,144.74
2026-09-19T08:06:32,10.0.5.155,203.0.3.205,mail.google.com,udp,5.723,5,38,4018,1709,104.88
2026-09-19T08:06:39,10.0.0.219,203.0.13.212,mail.google.com,tcp,2.784,28,43,6111,1169,76.39
2026-09-19T08:06:46,10.0.5.71,203.0.19.208,normal-cdn.example.com,udp,87.255,3103,3894,682071,360422,1758.07
2026-09-19T08:06:53,10.0.2.227,203.0.14.64,normal-cdn.example.com,tcp,3.724,53,47,4437,5320,127.91
2026-09-19T08:07:00,10.0.2.206,203.0.8.89,api.github.com,tcp,5.349,22,2,8138,5365,28.09
2026-09-19T08:07:07,10.0.1.186,203.0.13.127,normal-cdn.example.com,udp,5.612,18,36,206,8504,142.26
2026-09-19T08:07:14,10.0.2.58,203.0.12.179,normal-cdn.example.com,udp,5.528,42,46,8081,7382,119.15
2026-09-19T08:07:21,10.0.4.86,203.0.11.181,cdn.jsdelivr.net,tcp,4.657,31,36,8738,5672,64.4
2026-09-19T08:07:28,10.0.5.49,203.0.6.57,verify-account-now.xyz,tcp,2.019,8,47,3195,5209,18.81
2026-09-19T08:07:35,10.0.1.94,203.0.5.79,mail.google.com,tcp,4.721,49,34,4676,1687,125.06
2026-09-19T08:07:42,10.0.0.225,203.0.0.148,free-gift-cards.biz,tcp,1.021,3,4,4826,2108,96.04
2026-09-19T08:07:49,10.0.3.127,203.0.2.149,normal-cdn.example.com,tcp,3.529,12,4,4176,7867,18.0
2026-09-19T08:07:56,10.0.4.154,203.0.19.59,free-gift-cards.biz,udp,6.491,20,6,4106,1980,84.15
2026-09-19T08:08:03,10.0.4.247,203.0.3.244,normal-cdn.example.com,udp,7.269,20,56,7065,5043,85.73
2026-09-19T08:08:10,10.0.0.106,203.0.14.178,api.github.com,udp,2.125,6,11,3969,2887,83.25
2026-09-19T08:08:17,10.0.2.203,203.0.20.152,api.github.com,udp,0.271,19,46,4672,7478,11.61
2026-09-19T08:08:24,10.0.2.154,203.0.18.237,api.github.com,tcp,4.361,42,10,4392,2370,11.64
2026-09-19T08:08:31,10.0.3.22,203.0.19.12,free-gift-cards.biz,tcp,3.755,20,45,6634,4500,75.57
2026-09-19T08:08:38,10.0.2.149,203.0.1.197,cdn.jsdelivr.net,udp,4.834,2,6,3790,379,149.94
2026-09-19T08:08:45,10.0.0.122,203.0.11.106,free-gift-cards.biz,tcp,5.216,59,18,3013,7181,95.58
2026-09-19T08:08:52,10.0.4.11,203.0.14.24,free-gift-cards.biz,tcp,0.846,11,22,6784,8157,43.94
2026-09-19T08:08:59,10.0.3.107,203.0.1.50,verify-account-now.xyz,udp,0.936,50,26,8471,58,98.99
2026-09-19T08:09:06,10.0.2.114,203.0.15.33,api.github.com,tcp,6.054,41,29,885,3375,40.79
2026-09-19T08:09:13,10.0.3.25,203.0.7.217,verify-account-now.xyz,tcp,4.875,16,46,2634,5131,83.08
2026-09-19T08:09:20,10.0.3.215,203.0.15.252,mail.google.com,tcp,0.949,54,10,8205,4821,76.82
2026-09-19T08:09:27,10.0.3.89,203.0.16.70,mail.google.com,tcp,4.415,25,13,8367,2276,129.74
2026-09-19T08:09:34,10.0.2.87,203.0.17.197,free-gift-cards.biz,udp,2.395,38,38,8062,2474,67.54
2026-09-19T08:09:41,10.0.0.83,203.0.15.182,free-gift-cards.biz,tcp,7.463,56,13,3952,6314,35.8
2026-09-19T08:09:48,10.0.4.249,203.0.18.86,api.github.com,tcp,5.313,53,42,2532,8155,144.76
2026-09-19T08:09:55,10.0.5.250,203.0.4.21,free-gift-cards.biz,tcp,3.528,34,59,7526,291,108.64
2026-09-19T08:10:02,10.0.4.99,203.0.10.162,cdn.jsdelivr.net,tcp,2.128,40,45,6552,1355,127.91
2026-09-19T08:10:09,10.0.0.196,203.0.20.182,free-gift-cards.biz,tcp,0.297,5,16,4748,3767,112.27
2026-09-19T08:10:16,10.0.2.97,203.0.13.39,mail.google.com,udp,5.555,58,2,793,5354,119.63
2026-09-19T08:10:23,10.0.4.176,203.0.7.129,free-gift-cards.biz,udp,4.532,51,12,2825,2908,12.77
2026-09-19T08:10:30,10.0.2.175,203.0.17.42,free-gift-cards.biz,tcp,3.695,17,30,4223,193,134.94
2026-09-19T08:10:37,10.0.1.100,203.0.15.29,mail.google.com,udp,2.771,38,20,6991,4137,69.07
2026-09-19T08:10:44,10.0.3.72,203.0.0.146,cdn.jsdelivr.net,tcp,2.878,19,45,4877,399,146.71
2026-09-19T08:10:51,10.0.1.164,203.0.6.160,mail.google.com,tcp,5.964,54,58,4729,3810,91.45
2026-09-19T08:10:58,10.0.0.81,203.0.14.10,cdn.jsdelivr.net,udp,5.77,43,44,2280,1631,135.61
2026-09-19T08:11:05,10.0.4.226,203.0.11.137,api.github.com,udp,1.06,59,19,5392,6847,27.17
2026-09-19T08:11:12,10.0.0.121,203.0.2.38,mail.google.com,udp,6.645,17,59,7934,4875,112.24
2026-09-19T08:11:19,10.0.2.139,203.0.3.118,normal-cdn.example.com,tcp,5.796,26,55,6032,1519,118.81
2026-09-19T08:11:26,10.0.0.160,203.0.17.85,free-gift-cards.biz,udp,5.382,38,25,6126,1815,101.55
2026-09-19T08:11:33,10.0.0.79,203.0.15.31,normal-cdn.example.com,tcp,0.515,53,30,4991,6729,18.38
2026-09-19T08:11:40,10.0.5.41,203.0.13.169,cdn.jsdelivr.net,tcp,4.305,25,30,6118,8890,63.45
2026-09-19T08:11:47,10.0.2.27,203.0.11.141,api.github.com,tcp,4.929,18,3,6110,3599,67.06
2026-09-19T08:11:54,10.0.0.14,203.0.10.64,normal-cdn.example.com,udp,39.312,1000,3973,676805,296126,2258.09
2026-09-19T08:12:01,10.0.2.200,203.0.4.203,api.github.com,udp,1.65,54,49,3434,3578,122.14
2026-09-19T08:12:08,10.0.5.223,203.0.0.35,login-secure-paypa1.com,tcp,80.088,1092,1032,766456,462829,2556.73
2026-09-19T08:12:15,10.0.5.109,203.0.16.31,api.github.com,tcp,6.31,38,21,298,2894,40.54
2026-09-19T08:12:22,10.0.0.188,203.0.16.79,verify-account-now.xyz,tcp,6.226,33,38,1826,7445,76.07
2026-09-19T08:12:29,10.0.5.234,203.0.14.20,free-gift-cards.biz,tcp,0.259,31,55,6620,7024,103.23
2026-09-19T08:12:36,10.0.2.118,203.0.16.156,verify-account-now.xyz,tcp,1.195,9,18,5367,6280,149.2
2026-09-19T08:12:43,10.0.3.117,203.0.7.107,update-bank-alert.net,tcp,69.125,3993,3181,882535,778116,2385.85
2026-09-19T08:12:50,10.0.2.246,203.0.4.177,mail.google.com,tcp,3.196,47,7,5160,7032,47.57
2026-09-19T08:12:57,10.0.0.152,203.0.17.145,normal-cdn.example.com,tcp,78.224,881,2268,301255,590748,2585.89
2026-09-19T08:13:04,10.0.2.92,203.0.3.149,verify-account-now.xyz,udp,3.292,56,43,6969,882,145.29
2026-09-19T08:13:11,10.0.0.197,203.0.8.148,mail.google.com,udp,5.257,15,55,1813,5776,126.96
2026-09-19T08:13:18,10.0.5.197,203.0.9.237,mail.google.com,tcp,6.763,50,53,470,4421,5.31
2026-09-19T08:13:25,10.0.0.25,203.0.16.57,cdn.jsdelivr.net,tcp,1.459,10,37,6606,1180,22.14
2026-09-19T08:13:32,10.0.1.195,203.0.19.14,api.github.com,tcp,2.734,24,20,5354,1431,132.62
2026-09-19T08:13:39,10.0.0.90,203.0.13.30,verify-account-now.xyz,tcp,5.299,32,39,7282,6825,41.7
2026-09-19T08:13:46,10.0.0.3,203.0.6.79,verify-account-now.xyz,udp,4.749,34,43,5093,784,33.86
2026-09-19T08:13:53,10.0.1.35,203.0.12.138,free-gift-cards.biz,udp,6.116,19,21,2005,166,75.11
2026-09-19T08:14:00,10.0.3.6,203.0.14.237,normal-cdn.example.com,tcp,6.669,52,23,1220,6545,129.4
2026-09-19T08:14:07,10.0.2.45,203.0.19.119,normal-cdn.example.com,tcp,4.61,37,26,6883,4783,18.16
2026-09-19T08:14:14,10.0.2.192,203.0.10.58,google-drive-share.co,tcp,79.114,1496,2284,817476,619902,1952.72
2026-09-19T08:14:21,10.0.2.188,203.0.20.210,mail.google.com,udp,0.62,41,8,8733,8395,29.89
2026-09-19T08:14:28,10.0.3.120,203.0.18.196,cdn.jsdelivr.net,udp,1.18,13,12,2544,1274,27.39
2026-09-19T08:14:35,10.0.3.115,203.0.20.79,normal-cdn.example.com,tcp,7.394,37,42,5335,5219,23.49
2026-09-19T08:14:42,10.0.2.21,203.0.20.223,mail.google.com,tcp,2.822,5,20,7605,7444,6.6
2026-09-19T08:14:49,10.0.5.50,203.0.10.156,verify-account-now.xyz,tcp,4.061,30,38,712,7408,136.45
2026-09-19T08:14:56,10.0.0.65,203.0.14.114,api.github.com,udp,7.662,29,7,5666,1421,76.18
2026-09-19T08:15:03,10.0.5.155,203.0.1.204,mail.google.com,tcp,1.278,24,59,4674,6387,61.91
2026-09-19T08:15:10,10.0.1.87,203.0.2.151,normal-cdn.example.com,udp,26.615,3278,2083,497949,464236,2392.21
2026-09-19T08:15:17,10.0.2.145,203.0.12.166,normal-cdn.example.com,tcp,2.489,42,45,6461,2152,89.66
2026-09-19T08:15:24,10.0.4.94,203.0.0.94,free-gift-cards.biz,tcp,5.364,54,48,8664,1571,97.26
2026-09-19T08:15:31,10.0.0.77,203.0.3.131,api.github.com,udp,1.721,50,32,3185,3751,150.0
2026-09-19T08:15:38,10.0.1.48,203.0.19.209,api.github.com,udp,7.071,3,43,5557,2187,89.99
2026-09-19T08:15:45,10.0.3.61,203.0.17.63,cdn.jsdelivr.net,tcp,0.359,24,44,3931,7317,91.98
2026-09-19T08:15:52,10.0.3.120,203.0.9.201,verify-account-now.xyz,tcp,6.277,58,54,3218,6066,102.07
2026-09-19T08:15:59,10.0.5.125,203.0.11.143,normal-cdn.example.com,tcp,3.355,11,53,3311,2307,131.08
2026-09-19T08:16:06,10.0.1.214,203.0.13.25,verify-account-now.xyz,udp,4.132,8,19,1414,2666,41.65
2026-09-19T08:16:13,10.0.1.100,203.0.2.97,mail.google.com,udp,7.078,60,2,6837,912,60.07
2026-09-19T08:16:20,10.0.0.75,203.0.15.180,update-bank-alert.net,udp,85.158,3937,3427,881533,551577,2541.04
2026-09-19T08:16:27,10.0.4.242,203.0.19.137,api.github.com,tcp,3.758,40,1,1338,351,39.13
2026-09-19T08:16:34,10.0.3.18,203.0.3.216,normal-cdn.example.com,tcp,40.167,1733,999,250068,450021,1723.62
2026-09-19T08:16:41,10.0.4.92,203.0.7.148,normal-cdn.example.com,tcp,0.141,33,37,4003,2392,44.4
2026-09-19T08:16:48,10.0.4.7,203.0.12.225,verify-account-now.xyz,tcp,5.349,34,24,1148,8658,82.07
2026-09-19T08:16:55,10.0.1.189,203.0.20.28,microsoft-support.info,udp,47.082,2029,1538,217031,574440,2534.74
2026-09-19T08:17:02,10.0.5.120,203.0.15.163,api.github.com,udp,2.667,3,23,8985,5586,122.21
2026-09-19T08:17:09,10.0.0.82,203.0.9.133,api.github.com,tcp,0.514,50,30,645,4847,31.04
2026-09-19T08:17:16,10.0.5.86,203.0.8.33,normal-cdn.example.com,tcp,4.349,17,3,3171,4727,54.19
2026-09-19T08:17:23,10.0.5.129,203.0.11.238,free-gift-cards.biz,udp,3.206,29,58,6374,5594,146.08
2026-09-19T08:17:30,10.0.0.22,203.0.10.171,mail.google.com,tcp,0.67,28,6,7095,2996,82.28
2026-09-19T08:17:37,10.0.2.159,203.0.13.72,cdn.jsdelivr.net,tcp,4.825,28,11,7312,5799,67.62
2026-09-19T08:17:44,10.0.5.202,203.0.14.10,normal-cdn.example.com,udp,64.626,1988,2601,367758,232653,1114.11
2026-09-19T08:17:51,10.0.5.117,203.0.11.97,update-bank-alert.net,tcp,74.496,2000,1983,601451,794799,871.25
2026-09-19T08:17:58,10.0.0.8,203.0.5.129,api.github.com,udp,4.596,34,24,6561,5190,97.78
2026-09-19T08:18:05,10.0.2.179,203.0.15.53,verify-account-now.xyz,tcp,4.498,17,50,4304,7351,32.97
2026-09-19T08:18:12,10.0.5.90,203.0.2.142,mail.google.com,udp,0.602,12,58,7332,1478,121.77
2026-09-19T08:18:19,10.0.1.204,203.0.4.62,normal-cdn.example.com,tcp,2.407,11,46,2892,5962,76.8
2026-09-19T08:18:26,10.0.0.81,203.0.12.185,login-secure-paypa1.com,tcp,58.782,2011,2414,778443,336074,2146.29
2026-09-19T08:18:33,10.0.0.117,203.0.14.176,cdn.jsdelivr.net,udp,6.156,53,37,1248,2093,145.88
2026-09-19T08:18:40,10.0.0.134,203.0.4.79,normal-cdn.example.com,udp,7.025,50,36,3021,2154,65.46
2026-09-19T08:18:47,10.0.1.164,203.0.17.72,mail.google.com,udp,7.479,15,23,8541,4693,127.04
2026-09-19T08:18:54,10.0.5.232,203.0.19.88,verify-account-now.xyz,udp,4.919,6,33,2802,2566,26.51
2026-09-19T08:19:01,10.0.4.108,203.0.19.165,update-bank-alert.net,tcp,80.465,832,686,872612,804788,1382.24
2026-09-19T08:19:08,10.0.3.78,203.0.14.20,cdn.jsdelivr.net,tcp,5.021,19,42,4989,7952,37.49
2026-09-19T08:19:15,10.0.2.189,203.0.11.251,cdn.jsdelivr.net,tcp,3.331,30,14,5613,2393,47.57
2026-09-19T08:19:22,10.0.3.65,203.0.4.26,mail.google.com,tcp,2.971,36,7,5268,4000,70.5
2026-09-19T08:19:29,10.0.5.82,203.0.6.197,verify-account-now.xyz,udp,3.079,40,27,4107,2656,122.21
2026-09-19T08:19:36,10.0.4.119,203.0.7.57,free-gift-cards.biz,udp,4.123,32,57,5095,8188,4.45
2026-09-19T08:19:43,10.0.3.36,203.0.8.188,normal-cdn.example.com,tcp,0.414,32,39,7750,4721,80.97
2026-09-19T08:19:50,10.0.3.131,203.0.14.197,normal-cdn.example.com,udp,2.934,26,4,3229,5979,83.43
2026-09-19T08:19:57,10.0.2.205,203.0.10.144,free-gift-cards.biz,tcp,7.913,44,40,1986,2148,146.29
2026-09-19T08:20:04,10.0.5.87,203.0.15.134,api.github.com,tcp,1.6,33,26,8233,699,7.75
2026-09-19T08:20:11,10.0.5.217,203.0.9.153,verify-account-now.xyz,tcp,7.146,9,21,5258,2702,59.55
2026-09-19T08:20:18,10.0.2.174,203.0.3.252,mail.google.com,tcp,4.083,32,46,4951,7820,122.55
2026-09-19T08:20:25,10.0.4.149,203.0.7.186,cdn.jsdelivr.net,tcp,6.376,47,56,476,7815,40.56
2026-09-19T08:20:32,10.0.0.148,203.0.3.50,api.github.com,tcp,1.372,41,47,6269,2461,123.43
2026-09-19T08:20:39,10.0.3.225,203.0.1.182,verify-account-now.xyz,udp,3.356,27,45,3380,6763,75.77
2026-09-19T08:20:46,10.0.3.235,203.0.17.89,api.github.com,udp,4.491,43,31,8649,6213,47.75
2026-09-19T08:20:53,10.0.2.144,203.0.9.59,api.github.com,tcp,6.178,47,44,4371,7972,29.65
2026-09-19T08:21:00,10.0.5.72,203.0.9.33,verify-account-now.xyz,udp,5.642,45,46,8051,5234,72.49
2026-09-19T08:21:07,10.0.5.22,203.0.11.238,mail.google.com,tcp,3.044,26,53,5694,2439,44.28
2026-09-19T08:21:14,10.0.2.37,203.0.3.159,cdn.jsdelivr.net,udp,5.981,14,13,8864,4482,140.02
2026-09-19T08:21:21,10.0.2.185,203.0.15.27,free-gift-cards.biz,udp,0.416,58,34,3737,3854,8.82
2026-09-19T08:21:28,10.0.2.84,203.0.9.167,update-bank-alert.net,tcp,58.525,1146,2166,884607,698807,1850.39
2026-09-19T08:21:35,10.0.3.227,203.0.5.241,api.github.com,tcp,0.725,37,15,8807,651,137.07
2026-09-19T08:21:42,10.0.4.29,203.0.10.74,verify-account-now.xyz,tcp,3.182,32,12,4782,653,2.38
2026-09-19T08:21:49,10.0.0.86,203.0.5.189,api.github.com,tcp,4.351,32,57,2238,8301,70.74
2026-09-19T08:21:56,10.0.1.158,203.0.20.231,api.github.com,tcp,5.752,1,48,5563,4873,85.6
2026-09-19T08:22:03,10.0.2.241,203.0.7.3,free-gift-cards.biz,tcp,4.127,6,26,1602,3067,147.27
2026-09-19T08:22:10,10.0.5.62,203.0.1.172,mail.google.com,tcp,3.579,18,22,4987,227,39.97
2026-09-19T08:22:17,10.0.2.159,203.0.7.58,mail.google.com,udp,1.286,44,33,5135,1963,96.17
2026-09-19T08:22:24,10.0.1.197,203.0.7.176,cdn.jsdelivr.net,udp,3.645,39,24,6853,7754,113.85
2026-09-19T08:22:31,10.0.0.214,203.0.17.233,normal-cdn.example.com,udp,0.664,29,34,5967,1319,137.67
2026-09-19T08:22:38,10.0.5.151,203.0.15.25,api.github.com,udp,4.298,11,21,8565,7279,18.32
2026-09-19T08:22:45,10.0.3.174,203.0.9.187,verify-account-now.xyz,tcp,0.455,9,33,6846,7524,85.02
2026-09-19T08:22:52,10.0.0.140,203.0.1.241,cdn.jsdelivr.net,tcp,6.533,48,14,1236,782,64.13
2026-09-19T08:22:59,10.0.5.248,203.0.13.97,cdn.jsdelivr.net,tcp,3.782,19,27,2988,2258,115.11
2026-09-19T08:23:06,10.0.0.47,203.0.17.102,mail.google.com,udp,7.338,25,25,1354,8875,20.82
2026-09-19T08:23:13,10.0.4.110,203.0.17.99,cdn.jsdelivr.net,udp,7.83,54,1,412,4928,69.99
2026-09-19T08:23:20,10.0.4.198,203.0.0.63,free-gift-cards.biz,udp,2.776,18,13,1888,567,121.61
2026-09-19T08:23:27,10.0.3.61,203.0.17.57,google-drive-share.co,tcp,61.576,2328,2948,251040,456622,2429.19
2026-09-19T08:23:34,10.0.5.135,203.0.7.107,api.github.com,tcp,7.948,15,53,5264,5293,36.3
2026-09-19T08:23:41,10.0.2.243,203.0.20.173,normal-cdn.example.com,tcp,4.458,38,57,2909,7039,83.82
2026-09-19T08:23:48,10.0.3.63,203.0.7.78,verify-account-now.xyz,udp,2.557,27,27,2484,4953,57.09
2026-09-19T08:23:55,10.0.2.54,203.0.10.167,api.github.com,tcp,7.319,36,27,6864,8723,20.98
2026-09-19T08:24:02,10.0.4.156,203.0.1.225,cdn.jsdelivr.net,tcp,6.779,6,35,3160,884,41.0
2026-09-19T08:24:09,10.0.2.246,203.0.0.56,mail.google.com,udp,6.096,47,43,3595,7894,32.12
2026-09-19T08:24:16,10.0.4.84,203.0.9.99,api.github.com,tcp,0.947,49,31,4014,3390,60.1
2026-09-19T08:24:23,10.0.3.196,203.0.10.236,cdn.jsdelivr.net,udp,2.88,17,24,8441,8187,70.43
2026-09-19T08:24:30,10.0.4.150,203.0.13.77,verify-account-now.xyz,udp,3.317,37,56,3665,2430,3.42
2026-09-19T08:24:37,10.0.2.67,203.0.15.249,cdn.jsdelivr.net,tcp,1.848,37,54,4066,8220,83.05
2026-09-19T08:24:44,10.0.5.247,203.0.1.136,verify-account-now.xyz,tcp,5.865,23,11,2333,8994,73.76
2026-09-19T08:24:51,10.0.1.19,203.0.4.4,cdn.jsdelivr.net,udp,0.604,53,43,834,144,62.45
2026-09-19T08:24:58,10.0.4.107,203.0.0.6,verify-account-now.xyz,udp,2.992,40,41,7956,8033,3.34
2026-09-19T08:25:05,10.0.0.237,203.0.3.136,api.github.com,udp,4.291,19,2,8268,7094,121.12
2026-09-19T08:25:12,10.0.2.247,203.0.12.119,normal-cdn.example.com,udp,4.962,17,53,5847,4419,119.45
2026-09-19T08:25:19,10.0.3.143,203.0.15.16,free-gift-cards.biz,tcp,5.581,20,44,1360,559,14.93
2026-09-19T08:25:26,10.0.1.56,203.0.18.123,normal-cdn.example.com,tcp,0.671,55,28,5467,1602,134.32
2026-09-19T08:25:33,10.0.0.248,203.0.6.152,microsoft-support.info,udp,25.204,1648,2724,790882,890077,872.38
2026-09-19T08:25:40,10.0.4.215,203.0.12.175,api.github.com,udp,5.705,26,60,1300,4943,25.21
2026-09-19T08:25:47,10.0.0.27,203.0.13.61,mail.google.com,tcp,6.047,9,51,1324,8244,112.07
2026-09-19T08:25:54,10.0.3.60,203.0.11.143,free-gift-cards.biz,tcp,6.154,39,26,5387,525,95.48
2026-09-19T08:26:01,10.0.0.23,203.0.8.41,cdn.jsdelivr.net,tcp,5.441,43,25,1444,4879,119.91
2026-09-19T08:26:08,10.0.2.115,203.0.11.196,normal-cdn.example.com,tcp,5.075,48,25,5228,5949,16.88
2026-09-19T08:26:15,10.0.0.24,203.0.11.143,login-secure-paypa1.com,tcp,26.111,2265,2338,784041,781687,1927.37
2026-09-19T08:26:22,10.0.5.232,203.0.17.233,normal-cdn.example.com,udp,6.278,56,25,242,4821,62.66
2026-09-19T08:26:29,10.0.1.18,203.0.5.113,free-gift-cards.biz,tcp,1.365,25,11,2314,4445,45.87
2026-09-19T08:26:36,10.0.4.159,203.0.6.119,free-gift-cards.biz,tcp,3.879,5,24,4163,4080,108.41
2026-09-19T08:26:43,10.0.5.251,203.0.19.36,free-gift-cards.biz,tcp,0.064,26,22,6264,5439,66.59
